ID_EVENTO,ID_PROD,FECHA_MONITOREO,TIPO_PLAGA,INCIDENCIA_PLAGA,TIPO_ENFERMEDAD,INCIDENCIA_ENFERMEDAD,TIPO_MALEZA,INCIDENCIA_MALEZA
16,34,10/4/2013,SI,NULL,SI,NULL,SI,NULL
21,38,2/21/2013,SI,NULL,SI,NULL,SI,NULL
23,39,3/11/2013,SI,NULL,SI,NULL,SI,NULL
24,40,2/26/2013,SI,10,NO,NULL,NO,NULL
26,42,2/27/2013,SI,10,SI,3,SI,20
27,43,3/20/2013,SI,10,NO,NULL,SI,20
28,45,3/3/2013,SI,10,NO,NULL,SI,15
31,47,3/21/2013,SI,10,NO,NULL,SI,10
32,48,4/15/2013,SI,10,SI,2,SI,5
40,50,3/19/2013,NO,NULL,NO,NULL,SI,5
41,51,2/11/2013,SI,15,NO,NULL,SI,10
43,52,10/19/2013,SI,10,NO,NULL,SI,5
44,54,4/25/2013,SI,3,SI,2,SI,5
46,55,4/1/2013,NO,NULL,SI,2,SI,10
53,13,5/18/2013,SI,NULL,SI,NULL,SI,NULL
54,14,7/15/2013,NO,NULL,NO,NULL,SI,27
54,14,5/8/2013,SI,24,NO,NULL,SI,35
54,14,5/17/2013,SI,30,NO,NULL,SI,40
56,15,5/17/2013,SI,45,SI,0,SI,56
57,16,7/10/2013,SI,NULL,SI,NULL,SI,NULL
57,16,5/14/2013,SI,NULL,SI,NULL,SI,NULL
62,75,4/6/2013,SI,NULL,NO,NULL,SI,NULL
143,156,7/10/2013,NO,NULL,SI,NULL,NO,NULL
143,156,5/1/2013,NO,NULL,NO,NULL,SI,NULL
211,234,3/24/2013,NO,NULL,NO,NULL,SI,NULL
216,237,4/20/2013,SI,NULL,NO,NULL,SI,NULL
216,237,5/9/2013,NO,NULL,NO,NULL,SI,NULL
216,237,4/8/2013,SI,NULL,NO,NULL,SI,NULL
216,237,5/23/2013,NO,NULL,SI,NULL,SI,NULL
216,237,5/16/2013,NO,NULL,NO,NULL,SI,NULL
221,242,6/28/2013,NO,NULL,SI,NULL,SI,NULL
221,242,5/20/2013,NO,NULL,NO,NULL,SI,NULL
250,190,4/25/2013,NO,NULL,NO,NULL,SI,NULL
255,184,4/1/2013,SI,NULL,NO,NULL,SI,NULL
256,183,4/5/2013,SI,NULL,NO,NULL,SI,NULL
258,78,5/17/2013,SI,NULL,NO,NULL,SI,NULL
259,180,3/22/2013,NO,NULL,NO,NULL,SI,NULL
259,180,3/8/2013,SI,NULL,NO,NULL,NO,NULL
260,182,5/4/2013,SI,NULL,NO,NULL,SI,NULL
261,93,5/6/2013,NO,NULL,NO,NULL,SI,NULL
262,90,4/20/2013,SI,NULL,NO,NULL,NO,NULL
263,181,4/10/2013,SI,NULL,NO,NULL,SI,NULL
265,157,3/30/2013,SI,NULL,NO,NULL,SI,NULL
266,179,4/20/2013,SI,NULL,NO,NULL,SI,NULL
268,91,4/15/2013,SI,NULL,NO,NULL,SI,NULL
269,92,4/20/2013,SI,NULL,NO,NULL,SI,NULL
272,189,4/15/2013,SI,NULL,NO,NULL,SI,NULL
273,17,5/20/2013,SI,NULL,SI,NULL,SI,NULL
276,94,4/13/2013,SI,NULL,NO,NULL,SI,NULL
276,94,4/13/2013,SI,NULL,NO,NULL,SI,NULL
277,185,4/27/2013,NO,NULL,NO,NULL,SI,NULL
278,87,4/27/2013,SI,NULL,NO,NULL,SI,NULL
280,88,4/19/2013,NO,NULL,NO,NULL,SI,NULL
281,89,4/24/2013,SI,NULL,NO,NULL,SI,NULL
282,18,6/29/2013,SI,28,NO,NULL,SI,35
282,18,5/14/2013,SI,14,NO,NULL,SI,20
283,22,6/5/2013,SI,NULL,SI,NULL,SI,NULL
283,22,5/7/2013,SI,NULL,SI,NULL,SI,NULL
284,266,6/15/2013,SI,NULL,SI,NULL,SI,NULL
284,266,5/14/2013,SI,NULL,SI,NULL,SI,NULL
286,267,6/15/2013,SI,32,NO,NULL,SI,26
286,267,5/29/2013,SI,19,NO,NULL,SI,27
287,268,6/3/2013,SI,NULL,SI,NULL,SI,NULL
288,269,6/28/2013,SI,34,NO,NULL,SI,10
289,271,6/5/2013,SI,NULL,SI,NULL,SI,NULL
289,271,5/10/2013,SI,NULL,SI,NULL,SI,NULL
290,272,6/20/2013,SI,27,NO,NULL,SI,30
290,272,5/15/2013,SI,10,NO,NULL,SI,18
291,273,6/29/2013,SI,NULL,SI,NULL,SI,NULL
291,273,5/25/2013,SI,NULL,SI,NULL,SI,NULL
292,274,6/29/2013,SI,NULL,SI,NULL,SI,NULL
292,274,5/8/2013,SI,NULL,SI,NULL,SI,NULL
293,275,6/22/2013,SI,NULL,SI,NULL,SI,NULL
293,275,5/28/2013,SI,NULL,SI,NULL,SI,NULL
294,276,5/31/2013,SI,25,SI,15,SI,10
294,276,6/20/2013,SI,16,NO,NULL,SI,28
295,277,6/15/2013,SI,40,NO,NULL,SI,35
301,33,4/10/2013,SI,8,SI,2,SI,30
303,35,3/13/2013,SI,8,NO,NULL,SI,25
358,231,3/13/2013,NO,NULL,NO,NULL,SI,NULL
358,231,6/15/2013,NO,NULL,NO,NULL,SI,NULL
359,233,3/19/2013,NO,NULL,NO,NULL,SI,NULL
359,233,3/13/2013,NO,NULL,NO,NULL,SI,NULL
386,356,3/18/2013,NO,NULL,NO,NULL,SI,NULL
393,49,5/3/2013,SI,10,NO,NULL,NO,NULL
394,37,2/10/2013,NO,NULL,SI,2,SI,20
418,394,9/28/2013,NO,NULL,NO,NULL,SI,NULL
427,447,10/10/2013,NO,NULL,NO,NULL,SI,8
427,447,10/22/2013,NO,NULL,SI,8,NO,NULL
427,447,9/17/2013,SI,8,NO,NULL,NO,NULL
433,453,9/10/2013,SI,8,NO,NULL,NO,NULL
433,453,9/6/2013,SI,8,SI,8,SI,8
433,453,10/20/2013,NO,NULL,NO,NULL,SI,8
433,453,10/20/2013,NO,NULL,SI,8,NO,NULL
468,391,10/21/2013,SI,NULL,NO,NULL,SI,NULL
510,388,10/10/2013,SI,NULL,NO,NULL,SI,NULL
511,387,10/14/2013,SI,NULL,NO,NULL,SI,NULL
536,504,10/25/2013,SI,NULL,SI,NULL,SI,NULL
536,504,10/16/2013,SI,NULL,SI,NULL,SI,NULL
537,505,10/26/2013,SI,20,SI,6,SI,30
539,503,10/21/2013,SI,NULL,SI,NULL,SI,NULL
540,509,10/17/2013,SI,28,NO,NULL,SI,20
541,510,10/4/2013,SI,NULL,NO,NULL,SI,NULL
542,511,11/4/2013,SI,NULL,NO,NULL,SI,NULL
543,512,10/15/2013,SI,NULL,NO,NULL,SI,NULL
548,527,10/25/2013,SI,NULL,NO,NULL,SI,NULL
549,528,9/20/2013,SI,20,NO,NULL,SI,18
559,530,10/21/2013,NO,NULL,SI,15,SI,27
560,531,9/30/2013,SI,NULL,SI,NULL,SI,NULL
562,532,10/5/2013,NO,NULL,SI,2,NO,NULL
562,532,8/23/2013,SI,10,NO,NULL,NO,NULL
562,532,9/5/2013,NO,NULL,NO,NULL,SI,20
562,532,9/10/2013,NO,NULL,NO,NULL,SI,NULL
608,534,9/10/2013,SI,NULL,NO,NULL,NO,NULL
609,533,3/16/2014,SI,NULL,NO,NULL,SI,NULL
609,533,1/20/2014,SI,NULL,NO,NULL,SI,NULL
610,534,10/8/2013,SI,NULL,NO,NULL,NO,NULL
611,536,11/12/2013,SI,NULL,NO,NULL,NO,NULL
615,539,11/11/2013,SI,NULL,SI,NULL,SI,NULL
617,541,10/29/2013,SI,NULL,SI,NULL,SI,NULL
618,542,10/25/2013,SI,NULL,SI,NULL,SI,NULL
622,449,9/10/2013,NO,NULL,NO,NULL,SI,8
622,449,10/21/2013,NO,NULL,SI,8,NO,NULL
622,449,9/16/2013,NO,NULL,SI,8,NO,NULL
622,449,8/17/2013,SI,8,NO,NULL,NO,NULL
623,454,9/30/2013,SI,5,NO,NULL,NO,NULL
623,454,9/15/2013,SI,10,NO,NULL,NO,NULL
623,454,10/10/2013,NO,NULL,SI,2,NO,NULL
623,454,10/10/2013,NO,NULL,NO,NULL,SI,15
624,452,9/10/2013,NO,NULL,NO,NULL,SI,20
624,452,10/5/2013,NO,NULL,SI,3,NO,NULL
624,452,9/15/2013,SI,8,NO,NULL,NO,NULL
624,452,8/28/2013,SI,10,NO,NULL,NO,NULL
625,451,10/23/2013,NO,NULL,SI,8,NO,NULL
625,451,10/15/2013,NO,NULL,NO,NULL,SI,8
625,451,10/10/2013,SI,8,NO,NULL,NO,NULL
625,451,9/18/2013,SI,8,NO,NULL,NO,NULL
626,450,9/10/2013,NO,NULL,NO,NULL,SI,8
626,450,10/5/2013,NO,NULL,SI,8,NO,NULL
626,450,9/5/2013,SI,8,NO,NULL,NO,NULL
629,549,11/15/2013,NO,NULL,NO,NULL,SI,30
629,549,11/5/2013,NO,NULL,SI,2,NO,NULL
629,549,11/3/2013,SI,6,NO,NULL,NO,NULL
631,547,9/25/2013,NO,NULL,NO,NULL,SI,15
631,547,10/6/2013,NO,NULL,SI,2,NO,NULL
631,547,9/2/2013,SI,5,NO,NULL,NO,NULL
633,551,10/25/2013,NO,NULL,SI,8,NO,NULL
633,551,9/15/2013,SI,8,NO,NULL,NO,NULL
633,551,10/13/2013,NO,NULL,NO,NULL,SI,8
635,552,8/27/2013,NO,NULL,NO,NULL,SI,20
635,552,9/20/2013,NO,NULL,SI,2,NO,NULL
635,552,8/18/2013,SI,10,NO,NULL,NO,NULL
645,554,9/15/2013,NO,NULL,NO,NULL,SI,8
645,554,9/25/2013,NO,NULL,SI,8,NO,NULL
645,554,10/21/2013,SI,8,NO,NULL,NO,NULL
656,622,5/18/2014,NO,NULL,SI,NULL,SI,NULL
656,622,4/22/2014,SI,NULL,SI,NULL,SI,NULL
668,598,3/28/2014,SI,NULL,NO,NULL,SI,NULL
671,604,3/21/2014,SI,NULL,NO,NULL,NO,NULL
672,606,5/20/2014,SI,NULL,NO,NULL,NO,NULL
673,602,6/17/2014,SI,NULL,NO,NULL,NO,NULL
675,600,5/3/2014,SI,NULL,NO,NULL,NO,NULL
676,607,3/29/2014,SI,NULL,NO,NULL,NO,NULL
678,603,5/13/2014,SI,NULL,NO,NULL,NO,NULL
678,603,5/2/2014,SI,NULL,NO,NULL,NO,NULL
678,603,4/24/2014,NO,NULL,NO,NULL,SI,NULL
678,603,6/14/2014,NO,NULL,SI,NULL,NO,NULL
681,538,10/14/2013,NO,NULL,SI,NULL,NO,NULL
681,538,9/5/2013,SI,NULL,NO,NULL,NO,NULL
697,688,4/22/2014,SI,NULL,NO,NULL,NO,NULL
701,599,6/2/2014,SI,NULL,NO,NULL,NO,NULL
702,601,4/2/2014,SI,NULL,NO,NULL,NO,NULL
719,692,4/1/2014,SI,NULL,SI,NULL,SI,NULL
723,673,4/1/2014,SI,10,NO,NULL,NO,NULL
724,672,3/19/2014,SI,12,NO,NULL,NO,NULL
725,673,4/3/2014,SI,10,NO,NULL,NO,NULL
765,727,5/22/2014,NO,NULL,NO,NULL,SI,15
765,727,4/22/2014,SI,20,NO,NULL,NO,NULL
766,728,6/24/2014,SI,30,SI,20,SI,50
767,730,10/9/2013,SI,5,SI,1,SI,5
772,736,4/5/2014,NO,NULL,SI,4,SI,10
772,736,3/4/2014,SI,20,NO,NULL,NO,NULL
774,738,3/28/2014,SI,10,SI,2,SI,10
775,739,3/15/2014,SI,10,SI,2,SI,20
776,740,4/10/2014,SI,10,SI,2,SI,20
777,741,3/17/2014,SI,8,SI,2,SI,30
781,745,6/29/2014,SI,25,NO,NULL,SI,38
783,747,6/15/2014,SI,35,NO,NULL,SI,28
784,748,6/25/2014,SI,25,NO,NULL,SI,37
785,749,7/2/2014,SI,32,NO,NULL,SI,38
787,731,6/20/2014,SI,25,NO,NULL,SI,32
788,746,6/30/2014,SI,25,NO,NULL,SI,18
789,751,12/26/2013,NO,NULL,NO,NULL,SI,38
791,425,12/9/2013,SI,30,NO,NULL,SI,25
797,417,10/15/2013,SI,27,NO,NULL,SI,30
800,758,5/31/2014,SI,10,SI,2,SI,30
802,759,9/10/2013,SI,8,SI,2,SI,30
804,418,11/1/2013,SI,37,NO,NULL,SI,25
805,413,9/3/2013,SI,30,NO,NULL,SI,25
806,419,10/23/2013,SI,20,NO,NULL,SI,30
809,820,10/18/2013,NO,NULL,NO,NULL,SI,20
809,820,10/28/2013,NO,NULL,SI,2,NO,NULL
809,820,10/1/2013,SI,10,NO,NULL,NO,NULL
810,821,10/10/2013,SI,8,SI,2,SI,20
813,824,6/18/2014,SI,31,NO,NULL,SI,27
814,825,6/26/2014,SI,18,NO,NULL,SI,29
816,827,4/23/2014,SI,20,NO,NULL,SI,28
817,828,6/19/2014,SI,30,NO,NULL,SI,27
818,829,6/20/2014,SI,30,NO,NULL,SI,35
820,831,6/19/2014,SI,27,NO,NULL,SI,30
821,832,6/6/2014,SI,25,NO,NULL,SI,28
823,834,6/11/2014,SI,28,NO,NULL,SI,35
824,835,6/11/2014,SI,26,NO,NULL,SI,32
826,837,6/9/2014,SI,24,NO,NULL,SI,28
827,838,6/4/2014,SI,18,NO,NULL,SI,24
829,840,6/20/2014,SI,28,NO,NULL,SI,30
830,841,6/7/2014,SI,34,NO,NULL,SI,27
835,846,5/28/2014,SI,25,NO,NULL,SI,28
837,848,3/17/2014,SI,10,SI,2,SI,20
838,849,6/16/2014,SI,23,NO,NULL,SI,35
840,850,6/19/2014,SI,30,NO,NULL,SI,27
855,862,7/9/2014,SI,8,SI,2,SI,15
871,870,3/20/2014,NO,NULL,SI,2,NO,NULL
871,870,2/27/2014,SI,8,NO,NULL,SI,20
873,873,2/28/2014,SI,10,SI,2,SI,30
876,874,3/18/2014,SI,8,SI,3,SI,15
881,875,9/18/2014,SI,8,SI,2,NO,NULL
883,871,3/27/2014,NO,NULL,SI,2,NO,NULL
883,871,2/28/2014,SI,8,NO,NULL,SI,20
884,872,2/28/2014,SI,8,SI,2,SI,20
885,448,10/2/2013,SI,10,SI,2,SI,20
886,733,3/20/2014,SI,8,SI,1,SI,10
888,878,4/21/2014,NO,NULL,SI,2,NO,NULL
888,878,3/20/2014,SI,8,NO,NULL,SI,15
891,877,3/13/2014,SI,8,NO,NULL,SI,15
891,877,3/24/2014,NO,NULL,SI,2,NO,NULL
955,156,7/22/2014,NO,NULL,SI,60,NO,NULL
955,156,5/14/2014,SI,50,SI,10,SI,15
1009,635,6/23/2014,NO,NULL,NO,NULL,SI,30
1014,948,5/21/2014,SI,5,NO,NULL,SI,10
1185,1106,12/23/2014,NO,NULL,SI,2,NO,NULL
1186,1107,12/12/2014,NO,NULL,SI,2,NO,NULL
1186,1107,10/29/2014,SI,8,NO,NULL,NO,NULL
1214,1073,6/11/2015,SI,30,NO,NULL,NO,NULL
1653,506,10/29/2013,SI,40,NO,NULL,NO,NULL
1653,506,10/18/2013,SI,40,NO,NULL,NO,NULL
1653,506,10/8/2013,SI,40,NO,NULL,NO,NULL
1653,506,10/18/2013,NO,NULL,NO,NULL,SI,30
1653,506,9/26/2013,NO,NULL,NO,NULL,SI,20
1654,720,10/30/2013,SI,30,NO,NULL,NO,NULL
1654,720,10/20/2013,NO,NULL,NO,NULL,SI,40
1655,720,10/16/2013,NO,NULL,NO,NULL,SI,40
1655,720,9/21/2013,NO,NULL,NO,NULL,SI,30
1655,720,10/23/2013,SI,40,NO,NULL,NO,NULL
1655,720,10/13/2013,SI,50,NO,NULL,NO,NULL
1655,720,10/6/2013,SI,40,NO,NULL,NO,NULL
1656,899,10/8/2014,SI,40,NO,NULL,NO,NULL
1656,899,10/13/2014,NO,NULL,NO,NULL,SI,50
1657,514,10/26/2013,SI,40,NO,NULL,NO,NULL
1657,514,10/11/2013,SI,30,NO,NULL,NO,NULL
1657,514,12/1/2013,NO,NULL,NO,NULL,SI,40
1657,514,10/22/2013,NO,NULL,NO,NULL,SI,40
1658,516,10/31/2013,NO,NULL,NO,NULL,SI,60
1658,516,10/12/2013,NO,NULL,NO,NULL,SI,50
1658,516,10/11/2013,SI,40,NO,NULL,NO,NULL
1658,516,10/9/2013,SI,40,NO,NULL,NO,NULL
1659,518,10/11/2013,SI,40,NO,NULL,NO,NULL
1659,518,10/1/2013,SI,50,NO,NULL,NO,NULL
1659,518,10/31/2013,NO,NULL,NO,NULL,SI,30
1659,518,10/11/2013,NO,NULL,NO,NULL,SI,40
1660,518,10/28/2013,SI,50,NO,NULL,NO,40
1661,962,10/8/2013,SI,60,NO,NULL,NO,NULL
1661,962,10/13/2013,NO,NULL,NO,NULL,SI,50
1662,520,10/23/2013,NO,NULL,NO,NULL,SI,50
1662,520,10/23/2013,NO,NULL,NO,NULL,SI,40
1662,520,11/9/2013,SI,40,NO,NULL,NO,NULL
1663,520,10/14/2013,SI,30,NO,NULL,NO,NULL
1663,520,11/24/2013,NO,NULL,NO,NULL,SI,40
1663,520,10/19/2013,NO,NULL,NO,NULL,SI,30
1664,521,10/22/2013,SI,30,NO,NULL,NO,NULL
1664,521,11/2/2013,SI,40,NO,NULL,NO,NULL
1664,521,11/29/2013,NO,NULL,NO,NULL,SI,40
1664,521,10/23/2013,NO,NULL,NO,NULL,SI,30
1665,522,9/27/2013,SI,30,NO,NULL,NO,NULL
1665,522,10/9/2013,NO,NULL,NO,NULL,SI,60
1666,523,10/13/2013,SI,30,NO,NULL,NO,NULL
1666,523,10/3/2013,SI,30,NO,NULL,NO,NULL
1666,523,9/21/2013,NO,NULL,NO,NULL,SI,10
1668,524,10/27/2013,SI,30,NO,NULL,NO,NULL
1668,524,10/3/2013,NO,NULL,NO,NULL,SI,30
1668,524,10/14/2013,NO,NULL,NO,NULL,SI,30
1669,525,11/9/2013,NO,NULL,NO,NULL,SI,40
1669,525,10/19/2013,NO,NULL,NO,NULL,SI,50
1670,526,10/8/2013,SI,40,NO,NULL,NO,NULL
1670,526,10/23/2013,NO,NULL,NO,NULL,SI,30
1670,526,10/13/2013,NO,NULL,NO,NULL,SI,40
1670,526,10/27/2013,SI,40,NO,NULL,NO,NULL
1671,521,10/3/2013,SI,30,NO,NULL,NO,NULL
1671,521,11/7/2013,NO,NULL,NO,NULL,SI,30
1671,521,10/13/2013,NO,NULL,NO,NULL,SI,40
1672,502,1/9/2014,NO,NULL,NO,NULL,SI,50
1672,502,11/20/2013,NO,NULL,NO,NULL,SI,20
1673,508,11/10/2013,NO,NULL,NO,NULL,SI,30
1673,508,10/14/2013,NO,NULL,NO,NULL,SI,20
1675,200,5/15/2013,NO,NULL,NO,NULL,SI,50
1675,200,5/15/2013,SI,50,NO,NULL,NO,NULL
1675,200,6/3/2013,NO,NULL,NO,NULL,SI,40
1676,205,5/29/2013,NO,NULL,NO,NULL,SI,40
1677,206,5/28/2013,NO,NULL,NO,NULL,SI,40
1678,207,5/13/2013,NO,NULL,NO,NULL,SI,40
1678,207,4/3/2013,SI,40,NO,NULL,SI,40
1679,958,4/7/2013,NO,NULL,NO,NULL,SI,40
1679,958,3/7/2013,NO,NULL,NO,NULL,SI,30
1680,209,6/6/2013,NO,NULL,NO,NULL,SI,50
1680,209,4/25/2013,NO,NULL,NO,NULL,SI,50
1681,210,6/19/2013,NO,NULL,NO,NULL,SI,60
1681,210,4/19/2013,NO,NULL,NO,NULL,SI,50
1682,211,7/9/2013,NO,NULL,NO,NULL,SI,50
1682,211,5/8/2013,NO,NULL,NO,NULL,SI,50
1683,212,6/20/2013,NO,NULL,NO,NULL,SI,40
1683,212,5/21/2013,NO,NULL,NO,NULL,SI,30
1684,213,6/3/2013,NO,NULL,NO,NULL,SI,30
1684,213,4/28/2013,NO,NULL,NO,NULL,SI,30
1685,214,5/3/2013,NO,NULL,NO,NULL,SI,30
1686,215,5/14/2013,NO,NULL,NO,NULL,SI,30
1686,215,4/18/2013,NO,NULL,NO,NULL,SI,40
1686,215,5/3/2013,SI,40,NO,NULL,NO,NULL
1687,216,4/21/2013,SI,40,NO,NULL,NO,NULL
1688,217,6/20/2013,NO,NULL,NO,NULL,SI,30
1688,217,5/10/2013,NO,NULL,NO,NULL,SI,40
1689,218,7/19/2013,NO,NULL,NO,NULL,SI,30
1690,219,5/19/2013,NO,NULL,NO,NULL,SI,40
1691,222,7/19/2013,NO,NULL,NO,NULL,SI,40
1691,222,6/13/2013,NO,NULL,NO,NULL,SI,40
1692,220,7/19/2013,NO,NULL,NO,NULL,SI,50
1692,220,6/17/2013,NO,NULL,NO,NULL,SI,40
1693,221,6/18/2013,NO,NULL,NO,NULL,SI,40
1693,221,7/12/2013,NO,NULL,NO,NULL,SI,50
1694,223,7/3/2013,NO,NULL,NO,NULL,SI,40
1694,223,6/3/2013,NO,NULL,NO,NULL,SI,20
1695,964,3/20/2014,SI,40,NO,NULL,NO,NULL
1695,964,5/8/2014,NO,NULL,NO,NULL,SI,40
1695,964,3/27/2014,NO,NULL,NO,NULL,SI,50
1696,982,3/27/2014,SI,30,NO,NULL,NO,NULL
1696,982,5/6/2014,NO,NULL,NO,NULL,SI,30
1696,982,4/6/2014,NO,NULL,NO,NULL,SI,30
1697,973,3/23/2014,NO,NULL,NO,NULL,SI,30
1697,973,3/9/2014,SI,50,NO,NULL,NO,NULL
1697,973,5/9/2014,NO,NULL,NO,NULL,SI,30
1698,967,3/23/2014,SI,40,NO,NULL,NO,NULL
1698,967,3/3/2014,SI,50,NO,NULL,NO,NULL
1698,967,6/23/2014,NO,NULL,NO,NULL,SI,40
1698,967,4/23/2014,NO,NULL,NO,NULL,SI,40
1699,980,6/28/2013,SI,50,NO,NULL,NO,NULL
1699,980,7/3/2013,NO,NULL,NO,NULL,SI,40
1699,980,6/3/2013,SI,40,NO,NULL,SI,50
1700,970,6/15/2013,SI,45,NO,NULL,NO,NULL
1700,970,6/5/2013,NO,NULL,NO,NULL,SI,50
1701,971,3/23/2013,SI,40,NO,NULL,NO,NULL
1701,971,3/12/2013,SI,30,NO,NULL,NO,NULL
1701,971,3/28/2013,NO,NULL,NO,NULL,SI,40
1701,971,3/5/2013,NO,NULL,NO,NULL,SI,30
1702,972,4/24/2013,SI,40,NO,NULL,NO,NULL
1702,972,4/11/2013,SI,40,NO,NULL,NO,NULL
1702,972,6/9/2013,NO,NULL,NO,NULL,SI,50
1702,972,4/9/2013,NO,NULL,NO,NULL,SI,30
1703,974,4/16/2013,NO,NULL,NO,NULL,SI,40
1703,974,3/4/2013,NO,NULL,NO,NULL,SI,40
1703,974,4/23/2013,SI,40,NO,NULL,NO,NULL
1703,974,4/4/2013,SI,30,NO,NULL,NO,NULL
1704,976,7/10/2014,NO,30,NO,NULL,SI,40
1705,981,6/27/2014,NO,NULL,NO,NULL,SI,30
1705,981,5/29/2014,SI,30,NO,NULL,SI,30
1706,963,4/28/2014,NO,NULL,NO,NULL,SI,30
1711,974,5/16/2014,NO,NULL,NO,NULL,SI,50
1711,974,5/16/2014,NO,NULL,NO,NULL,SI,50
1711,974,4/16/2014,SI,30,NO,NULL,SI,40
1717,968,5/21/2014,NO,NULL,NO,NULL,SI,30
1717,968,6/27/2014,NO,NULL,NO,NULL,SI,40
1721,973,6/5/2014,SI,44,NO,NULL,NO,NULL
1721,973,6/13/2014,SI,30,NO,NULL,NO,NULL
1721,973,6/22/2014,NO,NULL,NO,NULL,SI,30
1722,963,6/2/2014,NO,NULL,NO,NULL,SI,35
1722,963,5/7/2014,NO,NULL,NO,NULL,SI,35
1724,826,6/11/2014,NO,NULL,SI,2,NO,NULL
1725,980,6/3/2014,NO,NULL,NO,NULL,SI,40
1725,980,4/24/2014,SI,40,NO,NULL,NO,40
1727,760,6/2/2014,SI,8,NO,NULL,NO,NULL
1728,844,3/24/2014,SI,8,NO,NULL,NO,NULL
1728,844,4/28/2014,NO,NULL,SI,2,NO,NULL
1729,861,5/3/2014,NO,NULL,SI,2,NO,NULL
1729,861,4/4/2014,SI,10,NO,NULL,NO,NULL
1730,967,4/3/2014,SI,30,NO,NULL,NO,NULL
1730,967,5/21/2014,NO,NULL,NO,NULL,SI,30
1730,967,4/1/2014,NO,NULL,NO,NULL,SI,20
1732,1059,7/9/2014,SI,30,NO,NULL,NO,NULL
1732,1059,6/23/2014,SI,40,NO,NULL,NO,NULL
1732,1059,7/16/2014,NO,NULL,NO,NULL,SI,40
1733,981,7/1/2014,NO,NULL,NO,NULL,SI,30
1733,981,6/26/2014,SI,50,NO,NULL,NO,NULL
1733,981,8/6/2014,NO,NULL,NO,NULL,SI,43
1734,1477,7/4/2014,SI,30,NO,NULL,NO,NULL
1735,970,6/5/2014,SI,40,NO,NULL,NO,NULL
1735,970,6/25/2014,SI,30,NO,NULL,NO,NULL
1736,819,4/28/2014,SI,10,NO,NULL,NO,NULL
1736,819,6/9/2014,NO,NULL,SI,2,NO,NULL
1737,1478,5/27/2014,SI,40,NO,NULL,NO,NULL
1737,1478,6/18/2014,NO,NULL,NO,NULL,SI,40
1738,213,3/28/2014,SI,40,NO,NULL,NO,NULL
1738,213,5/18/2014,NO,NULL,NO,NULL,SI,40
1738,213,4/8/2014,NO,NULL,NO,NULL,SI,50
1739,1479,5/10/2014,SI,40,NO,NULL,SI,40
1740,1480,7/16/2014,SI,40,NO,NULL,NO,NULL
1740,1480,6/6/2014,SI,50,NO,NULL,SI,40
1741,823,4/14/2014,NO,NULL,SI,3,NO,NULL
1741,823,5/14/2014,NO,NULL,SI,3,NO,NULL
1741,823,3/15/2014,SI,8,NO,NULL,NO,NULL
1745,833,5/20/2014,NO,NULL,SI,1,NO,NULL
1745,833,4/18/2014,SI,10,NO,NULL,NO,NULL
1746,968,5/28/2014,NO,NULL,NO,NULL,SI,30
1746,968,4/23/2014,NO,NULL,NO,NULL,SI,30
