ID_EVENTO,ID_PROD,FECHA_MONITOREO,TIPO_PLAGA,INCIDENCIA_PLAGA,TIPO_ENFERMEDAD,INCIDENCIA_ENFERMEDAD,TIPO_MALEZA,INCIDENCIA_MALEZA
2162,2064,6/27/2015,NO,NULL,NO,NULL,SI,30
2162,2064,5/27/2015,SI,37,NO,NULL,SI,35
2163,1923,6/26/2015,SI,35,NO,NULL,NO,NULL
2163,1923,6/19/2015,SI,30,NO,NULL,NO,NULL
2163,1923,6/14/2015,SI,30,NO,NULL,SI,60
2163,1923,6/6/2015,SI,35,NO,NULL,NO,NULL
2164,2064,7/23/2015,SI,47,NO,NULL,NO,NULL
2164,2064,7/10/2015,NO,NULL,NO,NULL,SI,37
2164,2064,7/3/2015,SI,26,NO,NULL,NO,NULL
2165,1923,6/12/2015,SI,20,NO,NULL,SI,60
2166,2063,7/4/2015,NO,NULL,SI,4,NO,NULL
2166,2063,6/9/2015,SI,38,NO,NULL,NO,NULL
2166,2063,6/2/2015,NO,NULL,NO,NULL,SI,26
2167,2019,7/1/2015,SI,25,NO,NULL,NO,NULL
2167,2019,6/25/2015,NO,NULL,NO,NULL,SI,70
2168,2062,7/7/2015,NO,NULL,NO,NULL,SI,29
2169,2061,6/24/2015,SI,24,NO,NULL,SI,27
2169,2061,6/16/2015,SI,46,NO,NULL,NO,NULL
2169,2061,6/8/2015,SI,17,NO,NULL,NO,NULL
2169,2061,6/4/2015,NO,NULL,NO,NULL,SI,25
2169,2061,6/4/2015,SI,14,NO,NULL,NO,NULL
2170,2060,7/11/2015,SI,26,NO,NULL,NO,NULL
2170,2060,6/27/2015,SI,45,NO,NULL,NO,NULL
2170,2060,6/19/2015,NO,NULL,NO,NULL,SI,35
2170,2060,6/14/2015,SI,38,NO,NULL,NO,NULL
2170,2060,6/6/2015,SI,17,NO,NULL,NO,NULL
2205,2059,6/14/2015,NO,NULL,NO,NULL,SI,35
2206,2058,7/23/2015,NO,NULL,NO,NULL,SI,50
2206,2058,7/13/2015,SI,45,NO,NULL,NO,NULL
2207,2124,6/27/2015,NO,NULL,NO,NULL,SI,60
2207,2124,5/29/2015,NO,NULL,NO,NULL,SI,80
2208,2057,6/23/2015,SI,15,NO,NULL,NO,NULL
2208,2057,6/13/2015,NO,NULL,NO,NULL,SI,25
2208,2057,6/8/2015,SI,16,NO,NULL,NO,NULL
2208,2057,6/1/2015,SI,17,NO,NULL,NO,NULL
2211,2125,5/20/2015,NO,NULL,NO,NULL,SI,65
2212,2056,7/3/2015,NO,NULL,SI,2,NO,NULL
2212,2056,6/28/2015,NO,NULL,NO,NULL,SI,38
2212,2056,6/12/2015,NO,NULL,NO,NULL,SI,45
2214,2045,7/20/2015,SI,10,NO,NULL,NO,NULL
2214,2045,6/20/2015,SI,22,NO,NULL,NO,NULL
2214,2045,6/19/2015,NO,NULL,NO,NULL,SI,50
2214,2045,6/5/2015,SI,20,NO,NULL,NO,NULL
2216,2055,6/27/2015,NO,NULL,SI,3,NO,NULL
2216,2055,7/2/2015,NO,NULL,NO,NULL,SI,35
2218,2054,6/22/2015,SI,15,SI,5,NO,NULL
2218,2054,6/12/2015,SI,30,NO,NULL,NO,NULL
2220,2053,7/2/2015,SI,10,NO,NULL,NO,NULL
2220,2053,6/17/2015,SI,15,NO,NULL,NO,NULL
2220,2053,6/7/2015,NO,NULL,NO,NULL,SI,60
2220,2053,7/12/2015,NO,NULL,NO,NULL,SI,30
2222,2051,7/10/2015,SI,10,NO,NULL,NO,NULL
2222,2051,6/24/2015,SI,15,NO,NULL,NO,NULL
2222,2051,6/9/2015,SI,20,NO,NULL,NO,NULL
2224,2050,7/1/2015,SI,42,NO,NULL,NO,NULL
2224,2050,6/21/2015,SI,20,NO,NULL,NO,NULL
2225,2049,6/28/2015,SI,45,NO,NULL,NO,NULL
2225,2049,6/16/2015,SI,25,NO,NULL,NO,NULL
2227,2048,7/9/2015,NO,NULL,NO,NULL,SI,45
2227,2048,7/7/2015,SI,14,NO,NULL,NO,NULL
2227,2048,6/17/2015,SI,20,NO,NULL,NO,NULL
2228,2047,7/8/2015,SI,10,NO,NULL,NO,NULL
2228,2047,6/23/2015,SI,25,NO,NULL,NO,NULL
2228,2047,6/10/2015,NO,NULL,NO,NULL,SI,35
2229,2047,6/24/2015,SI,10,NO,NULL,NO,NULL
2229,2047,6/21/2015,SI,15,NO,NULL,NO,NULL
2229,2047,6/17/2015,NO,NULL,NO,NULL,SI,25
2229,2047,6/15/2015,SI,25,NO,NULL,NO,NULL
2230,2046,6/13/2015,SI,18,NO,NULL,NO,NULL
2230,2046,6/6/2015,SI,20,NO,NULL,NO,NULL
2230,2046,6/4/2015,NO,NULL,SI,4,NO,NULL
2230,2046,7/3/2015,SI,10,NO,NULL,NO,NULL
2230,2046,6/18/2015,SI,15,SI,4,NO,NULL
2233,2144,7/1/2015,SI,35,NO,NULL,NO,NULL
2233,2144,6/16/2015,SI,30,NO,NULL,NO,NULL
2233,2144,6/7/2015,SI,37,NO,NULL,NO,NULL
2233,2144,5/23/2015,NO,NULL,NO,NULL,SI,90
2234,1920,6/16/2015,NO,NULL,NO,NULL,SI,70
2235,2145,6/24/2015,SI,35,NO,NULL,NO,NULL
2235,2145,5/29/2015,SI,35,NO,NULL,NO,90
2236,2146,6/10/2015,NO,NULL,SI,25,NO,NULL
2236,2146,6/7/2015,SI,38,NO,NULL,NO,NULL
2236,2146,7/5/2015,NO,NULL,NO,NULL,SI,55
2236,2146,7/3/2015,NO,NULL,SI,20,NO,NULL
2236,2146,6/17/2015,NO,NULL,SI,30,NO,NULL
2237,2147,7/4/2015,SI,25,NO,NULL,SI,75
2237,2147,6/29/2015,SI,25,NO,NULL,NO,NULL
2237,2147,6/21/2015,SI,20,NO,NULL,NO,NULL
2237,2147,6/14/2015,SI,35,NO,NULL,NO,NULL
2237,2147,6/8/2015,SI,30,NO,NULL,NO,NULL
2237,2147,6/1/2015,SI,40,NO,NULL,NO,75
2238,2148,6/28/2015,SI,25,NO,NULL,NO,NULL
2238,2148,6/20/2015,SI,30,NO,NULL,NO,NULL
2238,2148,6/12/2015,SI,35,NO,NULL,SI,60
2238,2148,6/2/2015,SI,30,NO,NULL,NO,NULL
2241,2143,7/12/2015,SI,20,NO,NULL,NO,NULL
2241,2143,6/30/2015,SI,45,NO,NULL,NO,NULL
2241,2143,6/16/2015,NO,NULL,NO,NULL,SI,80
2241,2143,6/11/2015,SI,60,NO,NULL,NO,NULL
2241,2143,6/5/2015,SI,75,NO,NULL,NO,NULL
2242,2143,6/19/2015,NO,NULL,NO,NULL,SI,70
2243,2131,6/29/2015,NO,NULL,NO,NULL,SI,60
2243,2131,6/20/2015,SI,40,NO,NULL,NO,NULL
2243,2131,6/13/2015,SI,50,NO,NULL,NO,NULL
2243,2131,7/4/2015,SI,30,NO,NULL,NO,NULL
2244,2131,7/8/2015,SI,45,NO,NULL,NO,NULL
2244,2131,7/1/2015,NO,NULL,NO,NULL,SI,40
2244,2131,6/28/2015,SI,70,NO,NULL,NO,NULL
2244,2131,6/18/2015,SI,80,NO,NULL,NO,NULL
2257,1726,4/17/2015,SI,40,NO,NULL,NO,NULL
2258,1723,3/13/2015,SI,15,NO,NULL,NO,NULL
2267,2143,7/3/2015,SI,60,NO,NULL,NO,NULL
2267,2143,6/18/2015,NO,NULL,NO,NULL,SI,70
2267,2143,6/13/2015,SI,80,NO,NULL,NO,NULL
2267,2143,6/6/2015,SI,70,NO,NULL,NO,NULL
2268,1724,4/24/2015,SI,40,NO,NULL,NO,NULL
2269,2142,7/13/2015,SI,10,NO,NULL,NO,NULL
2269,2142,7/7/2015,SI,17,NO,NULL,NO,NULL
2269,2142,7/5/2015,NO,NULL,NO,NULL,SI,40
2269,2142,6/30/2015,SI,20,NO,NULL,NO,NULL
2269,2142,6/23/2015,SI,16,NO,NULL,NO,NULL
2269,2142,6/15/2015,SI,12,NO,NULL,SI,52
2270,2141,6/13/2015,SI,22,SI,5,NO,15
2270,2141,6/9/2015,SI,18,NO,NULL,NO,NULL
2270,2141,6/7/2015,NO,NULL,NO,NULL,SI,35
2270,2141,6/5/2015,SI,15,NO,NULL,NO,NULL
2270,2141,7/10/2015,SI,13,NO,NULL,NO,NULL
2270,2141,7/5/2015,SI,15,NO,NULL,NO,NULL
2270,2141,6/30/2015,SI,18,NO,NULL,NO,NULL
2270,2141,6/25/2015,SI,17,NO,NULL,NO,NULL
2270,2141,6/22/2015,SI,19,NO,NULL,NO,NULL
2271,2140,6/6/2015,SI,20,NO,NULL,NO,NULL
2271,2140,6/2/2015,SI,18,NO,NULL,NO,NULL
2271,2140,5/29/2015,SI,15,NO,NULL,NO,NULL
2271,2140,7/2/2015,NO,NULL,SI,3,NO,NULL
2271,2140,6/25/2015,NO,NULL,SI,4,NO,NULL
2271,2140,6/5/2015,NO,NULL,NO,NULL,SI,43
2271,2140,7/5/2015,SI,10,NO,NULL,NO,NULL
2271,2140,6/22/2015,SI,16,NO,NULL,NO,NULL
2271,2140,6/18/2015,SI,15,NO,NULL,NO,NULL
2271,2140,6/14/2015,SI,20,NO,NULL,NO,NULL
2271,2140,6/10/2015,SI,40,NO,NULL,NO,NULL
2272,2139,7/7/2015,SI,15,NO,NULL,NO,NULL
2272,2139,6/29/2015,SI,17,SI,6,NO,NULL
2272,2139,6/19/2015,SI,20,SI,4,NO,NULL
2272,2139,6/12/2015,SI,16,NO,NULL,NO,NULL
2272,2139,6/4/2015,SI,12,NO,NULL,NO,NULL
2272,2139,7/23/2015,SI,12,NO,NULL,NO,NULL
2273,2138,6/20/2015,NO,NULL,NO,NULL,SI,35
2273,2138,6/30/2015,NO,NULL,SI,4,NO,NULL
2273,2138,7/25/2015,SI,13,NO,NULL,NO,NULL
2273,2138,6/25/2015,SI,17,NO,NULL,NO,NULL
2273,2138,6/5/2015,SI,22,NO,NULL,NO,NULL
2275,2186,7/5/2015,NO,NULL,SI,30,NO,NULL
2275,2186,6/5/2015,SI,30,NO,NULL,NO,75
2276,2137,7/15/2015,SI,17,NO,NULL,NO,NULL
2276,2137,7/7/2015,SI,18,NO,NULL,NO,NULL
2276,2137,6/29/2015,SI,20,NO,NULL,NO,NULL
2276,2137,5/22/2015,SI,15,NO,NULL,NO,NULL
2276,2137,8/13/2015,NO,NULL,NO,NULL,SI,30
2276,2137,7/19/2015,SI,12,NO,NULL,NO,NULL
2277,2186,6/15/2015,NO,NULL,NO,NULL,SI,68
2277,2186,6/29/2015,SI,20,NO,NULL,NO,NULL
2277,2186,6/17/2015,SI,35,NO,NULL,NO,NULL
2277,2186,6/3/2015,SI,25,NO,NULL,NO,NULL
2278,2136,7/30/2015,SI,15,NO,NULL,NO,NULL
2278,2136,7/17/2015,SI,18,NO,NULL,NO,NULL
2278,2136,7/4/2015,SI,25,NO,NULL,NO,NULL
2278,2136,6/29/2015,SI,12,NO,NULL,NO,NULL
2278,2136,7/22/2015,NO,NULL,NO,NULL,SI,35
2278,2136,7/2/2015,NO,NULL,NO,NULL,SI,30
2280,2135,7/11/2015,SI,15,NO,NULL,NO,NULL
2280,2135,6/21/2015,SI,25,NO,NULL,NO,NULL
2280,2135,7/21/2015,NO,NULL,NO,NULL,SI,50
2281,2186,7/1/2015,SI,40,NO,NULL,NO,NULL
2281,2186,6/14/2015,SI,28,NO,NULL,NO,NULL
2281,2186,6/5/2015,SI,37,NO,NULL,NO,NULL
2281,2186,6/14/2015,NO,NULL,NO,NULL,SI,50
2282,2134,6/28/2015,SI,12,NO,NULL,NO,NULL
2282,2134,6/23/2015,SI,15,NO,NULL,NO,NULL
2282,2134,6/18/2015,SI,18,NO,NULL,NO,NULL
2282,2134,6/13/2015,SI,20,NO,NULL,NO,NULL
2282,2134,6/1/2015,SI,23,NO,NULL,NO,NULL
2282,2134,6/22/2015,NO,NULL,NO,NULL,SI,35
2283,2133,7/21/2015,NO,NULL,SI,6,NO,NULL
2283,2133,7/1/2015,NO,NULL,SI,3,NO,NULL
2283,2133,6/26/2015,NO,NULL,NO,NULL,SI,50
2283,2133,6/21/2015,SI,10,NO,NULL,NO,NULL
2283,2133,5/28/2015,SI,20,NO,NULL,NO,NULL
2284,2132,6/12/2015,SI,25,NO,NULL,NO,NULL
2284,2132,6/4/2015,SI,30,NO,NULL,NO,NULL
2284,2132,6/28/2015,SI,10,SI,5,NO,NULL
2284,2132,6/22/2015,NO,NULL,NO,NULL,SI,40
2293,2199,8/22/2015,NO,NULL,NO,NULL,SI,50
2293,2199,7/16/2015,SI,10,NO,NULL,NO,NULL
2293,2199,7/11/2015,SI,17,NO,NULL,NO,NULL
2293,2199,7/3/2015,SI,14,SI,7,NO,NULL
2293,2199,6/27/2015,SI,15,SI,5,NO,NULL
2293,2199,6/19/2015,SI,22,NO,NULL,NO,NULL
2293,2199,6/11/2015,SI,20,NO,NULL,NO,NULL
2298,2202,5/18/2015,SI,70,NO,NULL,NO,NULL
2304,1725,4/14/2015,SI,40,NO,NULL,NO,NULL
2314,2237,7/14/2015,NO,NULL,NO,NULL,SI,50
2351,2277,6/21/2015,SI,40,NO,NULL,NO,NULL
2351,2277,6/16/2015,NO,NULL,NO,NULL,SI,40
2351,2277,6/12/2015,SI,60,NO,NULL,NO,NULL
2351,2277,6/3/2015,SI,100,NO,NULL,NO,NULL
2352,2276,6/23/2015,SI,50,NO,NULL,SI,30
2352,2276,6/15/2015,SI,70,NO,NULL,NO,NULL
2352,2276,6/8/2015,SI,100,NO,NULL,NO,NULL
2387,2215,6/8/2015,NO,NULL,SI,90,NO,NULL
2390,2288,7/17/2015,SI,15,NO,NULL,NO,NULL
2390,2288,7/11/2015,SI,30,NO,NULL,NO,NULL
2390,2288,7/5/2015,SI,22,NO,NULL,NO,NULL
2390,2288,7/3/2015,NO,NULL,SI,5,NO,NULL
2390,2288,6/29/2015,SI,37,NO,NULL,NO,NULL
2390,2288,6/24/2015,SI,45,NO,NULL,NO,NULL
2390,2288,6/17/2015,SI,40,NO,NULL,NO,NULL
2390,2288,6/13/2015,NO,NULL,SI,2,SI,38
2390,2288,6/9/2015,SI,55,NO,NULL,NO,NULL
2390,2288,6/3/2015,SI,60,NO,NULL,NO,NULL
2391,2289,6/28/2015,NO,NULL,NO,NULL,SI,48
2391,2289,6/8/2015,SI,40,SI,5,NO,NULL
2392,2290,7/4/2015,SI,30,SI,4,NO,NULL
2392,2290,6/19/2015,NO,NULL,NO,NULL,SI,35
2392,2290,6/9/2015,SI,50,SI,5,NO,NULL
2404,2213,6/17/2015,SI,10,NO,NULL,NO,NULL
2406,2322,7/3/2015,NO,NULL,NO,NULL,SI,40
2406,2322,6/28/2015,SI,40,NO,NULL,NO,NULL
2406,2322,6/15/2015,SI,60,NO,NULL,NO,NULL
2406,2322,6/1/2015,SI,20,NO,NULL,NO,NULL
2407,2323,6/3/2015,SI,30,NO,NULL,SI,35
2457,2341,4/25/2015,SI,25,NO,NULL,NO,NULL
2458,2342,6/17/2015,NO,NULL,SI,30,NO,NULL
2458,2342,5/22/2015,SI,40,NO,NULL,NO,NULL
2464,2353,6/15/2015,SI,35,NO,NULL,NO,NULL
2464,2353,6/13/2015,NO,NULL,NO,NULL,SI,40
2465,2345,7/9/2015,SI,30,NO,NULL,NO,NULL
2465,2345,7/1/2015,SI,40,NO,NULL,NO,NULL
2465,2345,6/25/2015,SI,60,NO,NULL,NO,NULL
2465,2345,6/15/2015,SI,80,NO,NULL,NO,NULL
2465,2345,6/5/2015,SI,25,NO,NULL,NO,NULL
2466,2354,7/6/2015,SI,35,SI,25,NO,NULL
2466,2354,6/16/2015,SI,35,NO,NULL,SI,65
2467,2352,7/2/2015,SI,50,NO,NULL,NO,NULL
2467,2352,6/7/2015,SI,30,NO,NULL,NO,NULL
2467,2352,6/12/2015,NO,NULL,NO,NULL,SI,40
2469,2349,6/23/2015,NO,NULL,NO,NULL,SI,40
2470,2346,7/6/2015,SI,40,NO,NULL,NO,NULL
2470,2346,6/15/2015,SI,60,NO,NULL,NO,NULL
2470,2346,6/11/2015,SI,20,NO,NULL,NO,NULL
2470,2346,7/6/2015,NO,NULL,NO,NULL,SI,50
2471,2346,6/15/2015,SI,70,NO,NULL,NO,NULL
2471,2346,6/11/2015,SI,30,NO,NULL,NO,NULL
2471,2346,7/6/2015,NO,NULL,NO,NULL,SI,45
2471,2346,7/6/2015,SI,30,NO,NULL,NO,NULL
2472,2355,6/28/2015,SI,30,NO,NULL,NO,NULL
2472,2355,6/21/2015,SI,25,NO,NULL,NO,NULL
2472,2355,6/10/2015,SI,37,NO,NULL,NO,NULL
2472,2355,7/6/2015,NO,NULL,NO,NULL,SI,75
2473,2348,7/4/2015,SI,40,NO,NULL,NO,NULL
2473,2348,6/24/2015,NO,NULL,NO,NULL,SI,40
2473,2348,6/3/2015,NO,NULL,NO,NULL,SI,60
2474,2347,6/23/2015,SI,40,NO,NULL,NO,NULL
2474,2347,6/16/2015,SI,50,NO,NULL,NO,NULL
2474,2347,6/6/2015,SI,20,NO,NULL,NO,NULL
2474,2347,6/6/2015,NO,NULL,NO,NULL,SI,40
2501,2355,6/29/2015,SI,65,NO,NULL,NO,NULL
2501,2355,6/19/2015,SI,35,NO,NULL,NO,NULL
2501,2355,6/9/2015,SI,35,NO,NULL,NO,80
2506,2371,5/26/2015,SI,20,NO,NULL,NO,NULL
2506,2371,6/26/2015,SI,30,NO,NULL,NO,NULL
2506,2371,6/20/2015,SI,40,NO,NULL,NO,NULL
2506,2371,6/9/2015,SI,35,NO,NULL,NO,NULL
2506,2371,6/3/2015,SI,35,NO,NULL,NO,NULL
2507,2372,6/14/2015,NO,NULL,SI,25,NO,NULL
2507,2372,6/6/2015,SI,20,NO,NULL,NO,NULL
2507,2372,6/4/2015,NO,NULL,NO,NULL,SI,60
2508,2374,6/29/2015,SI,25,SI,20,NO,NULL
2508,2374,6/18/2015,NO,NULL,NO,NULL,SI,60
2508,2374,6/13/2015,SI,40,NO,NULL,NO,NULL
2508,2374,6/3/2015,SI,35,NO,NULL,NO,NULL
2510,2374,6/19/2015,NO,NULL,NO,NULL,SI,70
2510,2374,6/14/2015,SI,30,NO,NULL,NO,NULL
2510,2374,7/7/2015,SI,30,SI,20,NO,NULL
2510,2374,6/27/2015,SI,25,NO,NULL,NO,NULL
2510,2374,6/21/2015,SI,35,NO,NULL,NO,NULL
2511,2375,6/16/2015,SI,20,NO,NULL,SI,75
2511,2375,6/15/2015,SI,45,NO,NULL,NO,NULL
2512,2375,5/20/2015,SI,20,NO,NULL,SI,65
2535,2375,6/21/2015,SI,25,NO,NULL,SI,60
2536,2355,6/10/2015,SI,30,NO,NULL,NO,NULL
2536,2355,7/6/2015,NO,NULL,NO,NULL,SI,75
2536,2355,6/28/2015,SI,30,NO,NULL,NO,NULL
2539,2343,6/16/2015,NO,NULL,NO,NULL,SI,20
2540,2340,5/26/2015,SI,10,NO,NULL,SI,3
2545,1983,7/4/2015,NO,NULL,SI,5,NO,NULL
2545,1983,6/24/2015,SI,20,NO,NULL,NO,NULL
2545,1983,6/12/2015,SI,40,NO,NULL,NO,NULL
2550,2393,6/11/2015,SI,70,NO,NULL,NO,NULL
2560,2398,5/26/2015,SI,30,NO,NULL,SI,40
2561,2400,5/16/2015,SI,20,NO,NULL,NO,NULL
2573,2402,6/18/2015,SI,35,NO,NULL,SI,50
2573,2402,5/21/2015,NO,NULL,NO,NULL,SI,85
2577,2403,7/17/2015,SI,15,NO,NULL,NO,NULL
2577,2403,7/3/2015,SI,45,NO,NULL,NO,NULL
2577,2403,6/18/2015,SI,27,NO,NULL,NO,NULL
2577,2403,7/3/2015,NO,NULL,NO,NULL,SI,45
2579,2404,6/11/2015,SI,40,NO,NULL,NO,NULL
2579,2404,6/3/2015,SI,25,NO,NULL,NO,NULL
2579,2404,6/30/2015,NO,NULL,NO,NULL,SI,35
2609,2420,7/7/2015,NO,NULL,NO,NULL,SI,70
2609,2420,7/5/2015,SI,30,NO,NULL,NO,NULL
2609,2420,6/24/2015,SI,25,NO,NULL,NO,NULL
2609,2420,6/10/2015,SI,35,NO,NULL,NO,NULL
2609,2420,6/4/2015,SI,35,NO,NULL,NO,NULL
2635,2420,7/14/2015,NO,NULL,NO,NULL,SI,65
2635,2420,7/5/2015,SI,20,NO,NULL,NO,NULL
2635,2420,6/24/2015,SI,30,NO,NULL,NO,NULL
2635,2420,6/10/2015,SI,35,NO,NULL,NO,NULL
2636,2422,7/4/2015,NO,NULL,NO,NULL,SI,65
2636,2422,6/28/2015,SI,26,NO,NULL,NO,NULL
2636,2422,6/18/2015,SI,30,NO,NULL,NO,NULL
2636,2422,6/8/2015,SI,40,NO,NULL,NO,NULL
2637,2422,6/28/2015,SI,25,NO,NULL,NO,NULL
2637,2422,6/18/2015,SI,40,NO,NULL,SI,50
2637,2422,6/8/2015,SI,30,NO,NULL,NO,NULL
2637,2422,6/3/2015,SI,35,NO,NULL,NO,NULL
2641,2423,6/26/2015,NO,NULL,SI,20,NO,NULL
2641,2423,6/23/2015,NO,NULL,NO,NULL,SI,70
2641,2423,6/16/2015,SI,30,NO,NULL,NO,NULL
2641,2423,6/5/2015,SI,40,NO,NULL,NO,NULL
2641,2423,5/26/2015,SI,25,NO,NULL,NO,NULL
2643,2425,6/20/2015,SI,30,NO,NULL,NO,NULL
2643,2425,6/5/2015,SI,30,NO,NULL,SI,75
2661,2432,7/7/2015,SI,30,SI,20,NO,NULL
2662,2433,6/29/2015,SI,20,NO,NULL,SI,75
2663,2434,6/10/2015,SI,25,NO,NULL,SI,60
2666,2434,6/21/2015,SI,20,NO,NULL,SI,65
2666,2434,6/11/2015,SI,25,NO,NULL,NO,NULL
2668,2434,6/8/2015,SI,25,NO,NULL,SI,60
2669,2437,6/19/2015,SI,30,NO,NULL,NO,NULL
2669,2437,6/6/2015,SI,35,NO,NULL,NO,NULL
2669,2437,5/30/2015,SI,40,NO,NULL,NO,NULL
2669,2437,6/29/2015,SI,25,SI,20,NO,NULL
2669,2437,6/24/2015,NO,NULL,NO,NULL,SI,65
2675,2440,6/13/2015,NO,NULL,SI,15,NO,NULL
2675,2440,6/6/2015,NO,NULL,NO,NULL,SI,50
2675,2440,5/30/2015,SI,25,NO,NULL,NO,NULL
2675,2440,5/15/2015,SI,20,NO,NULL,NO,NULL
2675,2440,5/3/2015,SI,10,NO,NULL,SI,80
2678,2443,5/28/2015,SI,20,NO,NULL,SI,60
2678,2443,5/12/2015,NO,NULL,NO,NULL,SI,90
2679,2444,5/1/2015,SI,15,NO,NULL,SI,75
2679,2444,6/7/2015,SI,30,SI,25,NO,NULL
2679,2444,5/25/2015,NO,NULL,NO,NULL,SI,65
2679,2444,5/20/2015,SI,35,NO,NULL,NO,NULL
2679,2444,5/13/2015,SI,25,NO,NULL,NO,NULL
2680,2444,6/7/2015,NO,NULL,SI,22,NO,NULL
2680,2444,5/26/2015,NO,NULL,NO,NULL,SI,70
2680,2444,5/13/2015,SI,30,NO,NULL,NO,NULL
2680,2444,5/1/2015,SI,40,NO,NULL,SI,80
2681,2445,6/29/2015,NO,NULL,NO,NULL,SI,68
2681,2445,6/26/2015,SI,35,NO,NULL,NO,NULL
2681,2445,6/7/2015,NO,NULL,NO,NULL,SI,80
2681,2445,7/4/2015,SI,25,SI,15,NO,NULL
2687,2447,6/30/2015,NO,NULL,NO,NULL,SI,50
2688,2448,6/28/2015,NO,NULL,NO,NULL,SI,70
2688,2448,6/14/2015,SI,30,NO,NULL,NO,NULL
2690,2450,6/19/2015,NO,NULL,NO,NULL,SI,75
2690,2450,6/29/2015,NO,NULL,SI,35,NO,NULL
2693,2451,5/6/2015,SI,50,NO,NULL,NO,NULL
2693,2451,5/10/2015,NO,NULL,NO,NULL,SI,55
2694,2452,6/16/2015,NO,NULL,NO,NULL,SI,60
2716,2456,6/17/2015,SI,30,NO,NULL,NO,NULL
2716,2456,6/22/2015,NO,NULL,NO,NULL,SI,55
2718,2457,6/22/2015,NO,NULL,NO,NULL,SI,60
2718,2457,6/9/2015,SI,65,NO,NULL,NO,NULL
2719,2459,6/29/2015,SI,36,NO,NULL,NO,NULL
2719,2459,6/24/2015,NO,NULL,NO,NULL,SI,65
2721,2461,6/13/2015,NO,NULL,NO,NULL,SI,65
2722,2462,6/18/2015,NO,NULL,NO,NULL,SI,50
2722,2462,6/27/2015,SI,35,NO,NULL,NO,NULL
2723,2463,6/29/2015,SI,30,SI,25,NO,NULL
2723,2463,6/14/2015,SI,35,NO,NULL,NO,NULL
2723,2463,6/9/2015,NO,NULL,NO,NULL,SI,60
2723,2463,5/29/2015,SI,40,NO,NULL,NO,NULL
2733,2481,5/18/2015,SI,20,NO,NULL,SI,60
2733,2481,6/26/2015,NO,NULL,NO,NULL,SI,28
2735,2482,6/18/2015,SI,30,NO,NULL,NO,NULL
2735,2482,6/14/2015,NO,NULL,NO,NULL,SI,65
2735,2482,6/10/2015,SI,30,NO,NULL,NO,NULL
2735,2482,6/3/2015,SI,40,NO,NULL,NO,75
2736,2472,5/29/2015,SI,70,NO,NULL,NO,NULL
2739,2466,5/26/2015,SI,50,NO,NULL,NO,NULL
2740,2465,6/17/2015,SI,40,NO,NULL,NO,NULL
2746,2464,6/30/2015,SI,60,NO,NULL,NO,NULL
2749,2467,5/29/2015,SI,50,NO,NULL,NO,NULL
2757,2475,6/5/2015,SI,30,NO,NULL,NO,NULL
2762,2476,5/29/2015,NO,NULL,NO,NULL,SI,50
2766,2477,6/2/2015,SI,50,NO,NULL,NO,NULL
2767,2478,5/23/2015,SI,40,NO,NULL,NO,NULL
2771,2070,6/5/2015,SI,28,NO,NULL,NO,NULL
2772,2071,7/7/2015,NO,NULL,NO,NULL,SI,65
2772,2071,6/24/2015,SI,30,SI,20,NO,NULL
2773,2124,5/20/2015,SI,20,NO,NULL,SI,85
2773,2124,6/24/2015,NO,NULL,NO,NULL,SI,65
2774,2490,6/28/2015,NO,NULL,SI,20,NO,NULL
2774,2490,6/15/2015,NO,NULL,NO,NULL,SI,65
2774,2490,6/9/2015,SI,20,NO,NULL,NO,NULL
2774,2490,5/18/2015,SI,15,NO,NULL,SI,80
