ID_EVENTO,ID_PROD,FECHA_MONITOREO,TIPO_PLAGA,INCIDENCIA_PLAGA,TIPO_ENFERMEDAD,INCIDENCIA_ENFERMEDAD,TIPO_MALEZA,INCIDENCIA_MALEZA
2775,2490,6/16/2015,NO,NULL,NO,NULL,SI,65
2775,2490,6/28/2015,NO,NULL,SI,15,NO,NULL
2778,2491,4/14/2015,SI,10,NO,NULL,NO,NULL
2778,2491,4/5/2015,SI,10,NO,NULL,NO,NULL
2778,2491,4/24/2015,SI,5,NO,NULL,NO,NULL
2849,2563,3/31/2016,SI,23,SI,23,SI,23
2860,2571,6/1/2015,SI,25,SI,15,SI,20
2862,2573,5/28/2015,SI,10,SI,30,SI,15
2863,2574,5/28/2015,SI,27,SI,15,SI,20
2864,2575,5/30/2015,SI,13,SI,25,SI,10
2865,2576,5/27/2015,SI,10,NO,NULL,SI,20
2866,2577,5/30/2015,NO,NULL,NO,NULL,SI,28
2867,2578,6/18/2015,SI,24,NO,NULL,SI,20
2870,2592,12/20/2015,NO,NULL,SI,20,NO,NULL
2871,2582,6/9/2015,SI,2,NO,NULL,NO,NULL
2873,2580,6/6/2015,SI,15,NO,NULL,NO,NULL
2877,41,10/8/2015,NO,NULL,NO,NULL,SI,20
2877,41,10/15/2015,NO,NULL,SI,1,NO,NULL
2877,41,9/17/2015,SI,20,NO,NULL,NO,NULL
2878,549,10/10/2015,NO,NULL,NO,NULL,SI,30
2878,549,11/4/2015,NO,NULL,SI,1,NO,NULL
2878,549,10/2/2015,SI,20,NO,NULL,NO,NULL
2880,2593,9/28/2015,NO,NULL,NO,NULL,SI,15
2880,2593,10/18/2015,NO,NULL,SI,1,NO,NULL
2880,2593,10/27/2015,SI,20,NO,NULL,NO,NULL
2881,2594,11/25/2015,NO,NULL,SI,1,NO,NULL
2881,2594,11/15/2015,NO,NULL,SI,1,NO,NULL
2881,2594,10/28/2015,NO,NULL,NO,NULL,SI,30
2881,2594,10/10/2015,SI,20,NO,NULL,NO,NULL
2882,757,11/15/2015,NO,NULL,SI,1,NO,NULL
2882,757,10/5/2015,SI,10,NO,NULL,NO,NULL
2882,757,10/25/2015,NO,NULL,NO,NULL,SI,10
2883,2595,10/5/2015,NO,NULL,NO,NULL,SI,10
2883,2595,10/20/2015,NO,NULL,SI,1,NO,NULL
2883,2595,9/18/2015,SI,5,NO,NULL,NO,NULL
2884,759,10/22/2015,NO,NULL,SI,1,NO,NULL
2884,759,11/12/2015,NO,NULL,NO,NULL,SI,10
2884,759,10/10/2015,SI,15,NO,NULL,NO,NULL
2885,447,10/23/2015,NO,NULL,SI,1,NO,NULL
2885,447,10/12/2015,SI,30,NO,NULL,NO,NULL
2885,447,10/23/2015,NO,NULL,NO,NULL,SI,20
2886,2587,5/8/2015,SI,30,NO,NULL,NO,NULL
2888,2585,6/8/2015,SI,30,NO,NULL,NO,NULL
2890,2588,6/1/2015,SI,40,NO,NULL,NO,NULL
2891,2606,6/11/2015,SI,12,NO,NULL,SI,25
2892,2612,6/4/2015,SI,28,NO,NULL,SI,25
2893,2598,5/19/2015,SI,35,NO,NULL,NO,NULL
2895,2599,6/2/2015,NO,NULL,NO,NULL,SI,30
2896,2604,5/15/2015,NO,NULL,NO,NULL,NO,NULL
2898,2607,5/19/2015,SI,30,NO,NULL,NO,NULL
2901,2609,5/16/2015,SI,25,NO,NULL,NO,NULL
2902,2605,5/20/2015,SI,40,NO,NULL,NO,NULL
2903,2592,3/19/2015,SI,5,SI,4,SI,35
2903,2592,3/2/2015,SI,5,NO,NULL,SI,30
2906,2617,3/17/2016,NO,NULL,NO,NULL,SI,10
2907,2618,1/14/2015,SI,40,NO,NULL,NO,NULL
2910,2622,5/22/2015,SI,35,NO,NULL,SI,30
2911,2619,12/9/2015,SI,20,NO,NULL,NO,NULL
2912,2614,1/7/2016,NO,NULL,NO,NULL,NO,NULL
2917,2605,5/9/2015,SI,20,NO,NULL,NO,NULL
2921,2601,5/19/2015,SI,20,NO,NULL,NO,NULL
2937,2629,6/16/2015,SI,30,NO,NULL,NO,NULL
2944,2648,6/15/2015,SI,25,NO,NULL,NO,NULL
2948,2644,6/4/2015,SI,25,NO,NULL,NO,NULL
2953,2640,6/3/2015,SI,25,NO,NULL,NO,NULL
2954,2641,6/8/2015,SI,30,NO,NULL,NO,NULL
2990,2670,6/19/2015,SI,35,NO,NULL,NO,NULL
3025,2704,9/12/2015,SI,20,NO,NULL,NO,NULL
3025,2704,9/2/2015,SI,10,NO,NULL,NO,NULL
3026,2613,8/21/2015,SI,30,NO,NULL,NO,NULL
3032,2703,9/4/2015,SI,10,NO,NULL,NO,NULL
3033,2692,9/22/2015,SI,25,NO,NULL,NO,NULL
3036,2710,9/20/2015,NO,NULL,NO,NULL,SI,20
3036,2710,10/18/2015,NO,NULL,SI,1,NO,NULL
3036,2710,9/10/2015,SI,10,NO,NULL,NO,NULL
3037,2295,9/23/2015,NO,NULL,NO,NULL,SI,65
3049,2721,10/11/2015,NO,NULL,NO,NULL,SI,20
3049,2721,10/25/2015,NO,NULL,SI,1,NO,NULL
3049,2721,10/2/2015,SI,20,NO,NULL,NO,NULL
3069,387,4/7/2015,NO,NULL,NO,NULL,SI,10
3071,453,10/5/2015,SI,10,NO,NULL,NO,NULL
3071,453,10/10/2015,NO,NULL,NO,NULL,SI,5
3071,453,10/15/2015,NO,NULL,SI,1,NO,NULL
3103,2766,10/14/2015,NO,NULL,NO,NULL,SI,25
3103,2766,10/2/2015,SI,20,NO,NULL,NO,NULL
3106,2767,10/15/2015,SI,20,NO,NULL,SI,20
3107,2768,11/15/2015,SI,20,NO,NULL,NO,NULL
3107,2768,11/10/2015,NO,NULL,NO,NULL,SI,20
3108,2770,11/15/2015,NO,NULL,NO,NULL,SI,25
3108,2770,11/20/2015,SI,20,NO,NULL,NO,NULL
3108,2770,11/15/2015,NO,NULL,NO,NULL,SI,25
3122,2779,10/17/2015,NO,NULL,NO,NULL,SI,25
3122,2779,10/8/2015,SI,15,NO,NULL,NO,NULL
3123,2769,10/13/2015,SI,20,NO,NULL,NO,NULL
3123,2769,10/5/2015,NO,NULL,NO,NULL,SI,18
3124,2780,9/27/2015,SI,25,NO,NULL,NO,NULL
3124,2780,9/20/2015,NO,NULL,NO,NULL,SI,15
3125,2781,10/26/2015,NO,NULL,NO,NULL,SI,15
3125,2781,10/17/2015,SI,20,NO,NULL,NO,NULL
3132,2617,4/7/2016,NO,NULL,NO,NULL,SI,5
3134,2792,9/26/2015,SI,15,NO,NULL,SI,25
3135,2793,10/20/2015,SI,20,NO,NULL,SI,20
3277,2901,11/18/2015,SI,25,NO,NULL,NO,NULL
3277,2901,11/5/2015,SI,30,NO,NULL,NO,NULL
3278,2901,10/28/2015,SI,30,NO,NULL,NO,NULL
3278,2901,10/12/2015,SI,25,NO,NULL,NO,NULL
3280,2903,10/25/2015,NO,NULL,NO,NULL,SI,40
3296,1524,4/30/2016,SI,15,NO,NULL,NO,NULL
3299,2911,11/8/2015,SI,30,NO,NULL,SI,25
3352,3000,4/22/2016,SI,5,SI,2,NO,NULL
3354,3050,4/11/2016,SI,3,SI,2,SI,2
3355,3051,6/7/2016,SI,5,SI,2,SI,5
3356,3052,3/26/2016,SI,8,NO,NULL,NO,NULL
3357,3070,4/14/2016,SI,2,NO,NULL,NO,NULL
3358,3072,3/10/2016,SI,5,NO,NULL,NO,NULL
3359,3073,3/8/2016,SI,0,NO,NULL,NO,NULL
3360,3074,4/6/2016,NO,NULL,NO,NULL,NO,NULL
3361,3075,3/26/2016,SI,6,SI,2,NO,NULL
3362,3076,5/18/2016,SI,5,SI,2,NO,NULL
3363,3077,3/21/2016,SI,5,SI,2,NO,NULL
3364,3078,3/14/2016,SI,5,SI,2,NO,NULL
3365,3084,3/28/2016,SI,5,SI,1,SI,6
3366,3085,3/10/2016,SI,2,SI,1,NO,NULL
3368,3087,4/15/2016,SI,2,NO,NULL,NO,NULL
3369,3088,4/26/2016,SI,3,NO,NULL,NO,NULL
3370,3095,3/15/2016,SI,5,NO,NULL,NO,NULL
3371,3096,5/20/2016,SI,5,SI,1,NO,NULL
3371,3096,5/12/2016,SI,5,NO,NULL,NO,NULL
3372,3097,4/29/2016,SI,5,SI,1,NO,NULL
3373,3098,4/6/2016,SI,5,NO,NULL,SI,3
3373,3098,3/28/2016,SI,5,SI,2,SI,3
3374,3099,3/24/2016,SI,3,NO,NULL,NO,NULL
3374,3099,4/5/2016,SI,5,NO,NULL,NO,NULL
3376,3111,5/4/2016,SI,5,SI,2,SI,3
3376,3111,4/19/2016,SI,3,NO,NULL,NO,NULL
3411,3436,4/19/2016,SI,12,NO,NULL,NO,NULL
3411,3436,4/11/2016,SI,20,NO,NULL,SI,30
3416,3438,5/7/2016,SI,15,NO,NULL,NO,NULL
3416,3438,4/22/2016,NO,NULL,NO,NULL,SI,40
3416,3438,4/22/2016,SI,12,NO,NULL,NO,NULL
3417,3439,4/23/2016,SI,12,NO,NULL,NO,NULL
3417,3439,4/13/2016,SI,7,NO,NULL,SI,50
3418,3440,4/18/2016,SI,14,NO,NULL,NO,NULL
3418,3440,4/3/2016,NO,NULL,NO,NULL,SI,70
3419,3123,5/4/2016,SI,5,SI,3,SI,5
3420,3441,5/4/2016,SI,15,NO,NULL,NO,NULL
3420,3441,4/2/2016,NO,NULL,NO,NULL,SI,35
3420,3441,4/25/2016,SI,12,NO,NULL,NO,NULL
3421,3442,4/19/2016,SI,14,NO,NULL,SI,15
3422,3443,4/23/2016,SI,16,NO,NULL,SI,20
3423,3444,5/1/2016,NO,NULL,NO,NULL,SI,60
3423,3444,4/17/2016,NO,NULL,NO,NULL,SI,40
3423,3444,4/11/2016,SI,12,NO,NULL,NO,NULL
3424,3445,4/3/2016,SI,12,NO,NULL,SI,50
3425,3446,5/2/2016,SI,12,NO,NULL,SI,40
3426,3447,5/4/2016,NO,NULL,NO,NULL,SI,50
3426,3447,4/21/2016,NO,NULL,NO,NULL,SI,30
3427,3448,4/25/2016,SI,13,NO,NULL,NO,NULL
3427,3448,4/18/2016,NO,NULL,NO,NULL,SI,40
3427,3448,4/15/2016,SI,12,NO,NULL,NO,NULL
3428,3455,4/28/2016,SI,10,NO,NULL,NO,NULL
3428,3455,4/13/2016,SI,14,NO,NULL,SI,20
3431,3456,5/2/2016,SI,13,NO,NULL,NO,NULL
3431,3456,4/15/2016,NO,NULL,NO,NULL,SI,40
3431,3456,4/13/2016,SI,10,NO,NULL,NO,NULL
3432,3457,4/15/2016,NO,NULL,NO,NULL,SI,50
3432,3457,4/28/2016,SI,12,NO,NULL,NO,NULL
3432,3457,4/15/2016,SI,10,NO,NULL,NO,NULL
3433,3458,5/15/2016,NO,NULL,NO,NULL,SI,40
3433,3458,4/29/2016,SI,12,NO,NULL,NO,NULL
3433,3458,4/14/2016,SI,17,NO,NULL,SI,40
3434,3459,4/25/2016,SI,14,NO,NULL,NO,NULL
3434,3459,4/15/2016,SI,13,NO,NULL,SI,45
3435,3460,4/17/2016,SI,15,NO,NULL,NO,NULL
3435,3460,4/1/2016,SI,10,NO,NULL,SI,40
3437,3461,4/14/2016,SI,12,NO,NULL,NO,NULL
3437,3461,4/3/2016,SI,15,NO,NULL,SI,60
3437,3461,4/25/2016,SI,14,NO,NULL,NO,NULL
3438,3463,5/9/2016,NO,NULL,NO,NULL,SI,50
3438,3463,4/17/2016,SI,14,NO,NULL,NO,NULL
3438,3463,4/7/2016,SI,15,NO,NULL,SI,60
3439,3464,4/28/2016,NO,NULL,NO,NULL,SI,60
3439,3464,4/14/2016,SI,12,NO,NULL,NO,NULL
3439,3464,3/30/2016,SI,15,NO,NULL,SI,50
3440,3465,5/16/2016,SI,14,NO,NULL,NO,NULL
3440,3465,5/1/2016,SI,15,NO,NULL,SI,50
3441,3466,4/14/2016,SI,12,NO,NULL,SI,50
3441,3466,4/25/2016,SI,13,NO,NULL,NO,NULL
3442,3467,4/20/2016,SI,12,NO,NULL,NO,NULL
3442,3467,3/31/2016,SI,12,NO,NULL,SI,50
3448,3132,5/4/2016,SI,5,SI,2,NO,NULL
3449,3135,3/10/2016,SI,5,NO,NULL,NO,NULL
3449,3135,3/4/2016,SI,6,NO,NULL,NO,NULL
3450,3136,5/2/2016,SI,3,SI,2,NO,NULL
3450,3136,4/22/2016,SI,3,NO,NULL,NO,NULL
3451,3133,1/25/2016,SI,6,NO,NULL,NO,NULL
3452,3472,4/28/2016,SI,15,NO,NULL,NO,NULL
3452,3472,4/19/2016,SI,12,NO,NULL,NO,NULL
3455,3474,4/22/2016,SI,15,NO,NULL,NO,NULL
3455,3474,4/13/2016,SI,12,NO,NULL,SI,40
3456,3134,5/11/2016,SI,5,NO,NULL,NO,NULL
3456,3134,4/26/2016,SI,2,SI,2,NO,NULL
3457,3475,9/15/2015,NO,NULL,NO,NULL,SI,20
3459,3477,5/20/2016,NO,NULL,NO,NULL,SI,50
3459,3477,4/14/2016,SI,12,NO,NULL,NO,NULL
3459,3477,3/29/2016,SI,16,NO,NULL,SI,50
3462,3479,4/21/2016,NO,NULL,NO,NULL,SI,60
3462,3479,4/18/2016,SI,13,NO,NULL,NO,NULL
3462,3479,4/7/2016,SI,13,NO,NULL,NO,NULL
3466,3483,9/23/2015,SI,10,NO,NULL,NO,NULL
3485,3496,5/6/2016,NO,NULL,NO,NULL,SI,40
3485,3496,4/27/2016,SI,13,NO,NULL,NO,NULL
3485,3496,4/17/2016,SI,12,NO,NULL,SI,40
3486,3497,5/6/2016,NO,NULL,NO,NULL,SI,60
3486,3497,4/28/2016,SI,12,NO,NULL,NO,NULL
3486,3497,4/14/2016,SI,15,NO,NULL,SI,40
3488,3499,4/28/2016,NO,NULL,NO,NULL,SI,50
3488,3499,4/25/2016,SI,11,NO,NULL,NO,NULL
3488,3499,4/15/2016,SI,9,NO,NULL,SI,50
3489,3500,5/2/2016,NO,NULL,NO,NULL,SI,45
3489,3500,4/25/2016,SI,13,NO,NULL,NO,NULL
3489,3500,4/14/2016,SI,15,NO,NULL,SI,40
3490,3501,4/29/2016,NO,NULL,NO,NULL,SI,50
3490,3501,4/19/2016,SI,12,NO,NULL,NO,NULL
3490,3501,4/3/2016,SI,15,NO,NULL,SI,50
3497,3124,4/6/2016,SI,5,NO,NULL,NO,NULL
3497,3124,3/21/2016,SI,4,NO,NULL,NO,NULL
3502,3129,3/26/2016,SI,4,SI,2,NO,NULL
3502,3129,3/26/2016,SI,5,NO,NULL,NO,NULL
3511,3118,4/28/2016,SI,5,SI,2,NO,NULL
3511,3118,4/18/2016,SI,5,NO,NULL,NO,NULL
3512,3119,4/28/2016,SI,4,NO,NULL,NO,NULL
3512,3119,4/19/2016,SI,4,NO,NULL,NO,NULL
3512,3119,5/23/2016,SI,4,NO,NULL,NO,NULL
3525,3122,4/15/2016,SI,4,SI,3,NO,NULL
3525,3122,4/4/2016,SI,3,NO,NULL,NO,NULL
3525,3122,3/30/2016,SI,3,NO,NULL,NO,NULL
3526,3121,6/10/2016,NO,NULL,NO,NULL,SI,8
3526,3121,5/31/2016,SI,4,NO,NULL,NO,NULL
3526,3121,5/23/2016,SI,4,NO,NULL,NO,NULL
3549,3035,3/21/2016,SI,5,NO,NULL,NO,NULL
3583,3580,5/6/2016,NO,NULL,NO,NULL,SI,50
3583,3580,4/18/2016,SI,10,NO,NULL,NO,NULL
3583,3580,4/7/2016,SI,15,NO,NULL,SI,60
3599,3581,5/11/2016,NO,NULL,NO,NULL,SI,40
3599,3581,4/11/2016,SI,12,NO,NULL,NO,NULL
3599,3581,4/1/2016,SI,13,NO,NULL,SI,40
3600,3582,4/28/2016,NO,NULL,NO,NULL,SI,50
3600,3582,4/13/2016,SI,14,NO,NULL,NO,NULL
3600,3582,3/28/2016,SI,15,NO,NULL,SI,50
3618,3597,4/12/2016,SI,15,NO,NULL,SI,50
3618,3597,5/9/2016,NO,NULL,NO,NULL,SI,45
3628,3598,5/15/2016,NO,NULL,NO,NULL,SI,50
3628,3598,4/19/2016,SI,15,NO,NULL,NO,NULL
3628,3598,4/4/2016,SI,13,NO,NULL,SI,60
3643,3600,5/13/2016,NO,NULL,NO,NULL,SI,60
3643,3600,4/19/2016,SI,14,NO,NULL,SI,50
3644,3147,5/12/2016,NO,NULL,SI,2,NO,NULL
3644,3147,4/22/2016,SI,5,NO,NULL,NO,NULL
3646,2948,3/28/2016,SI,2,SI,0,SI,3
3647,3602,5/8/2016,NO,NULL,NO,NULL,SI,50
3647,3602,4/12/2016,SI,15,NO,NULL,SI,40
3649,3155,4/21/2016,SI,3,NO,NULL,NO,NULL
3649,3155,4/16/2016,SI,2,NO,NULL,NO,NULL
3650,3603,5/11/2016,NO,NULL,NO,NULL,SI,60
3650,3603,4/14/2016,SI,14,NO,NULL,NO,NULL
3650,3603,3/31/2016,SI,12,NO,NULL,SI,50
3651,2947,4/27/2016,SI,4,SI,0,NO,NULL
3651,2947,4/22/2016,SI,4,NO,NULL,NO,NULL
3651,2947,4/14/2016,SI,3,NO,NULL,NO,NULL
3653,3604,5/9/2016,NO,NULL,NO,NULL,SI,60
3653,3604,4/19/2016,SI,12,NO,NULL,NO,NULL
3653,3604,4/8/2016,SI,14,NO,NULL,SI,50
3664,3609,5/13/2016,NO,NULL,NO,NULL,SI,50
3664,3609,4/19/2016,SI,12,NO,NULL,NO,NULL
3664,3609,4/5/2016,SI,14,NO,NULL,SI,60
3665,3610,5/15/2016,NO,NULL,NO,NULL,SI,60
3665,3610,4/20/2016,SI,11,NO,NULL,NO,NULL
3665,3610,4/1/2016,SI,13,NO,NULL,SI,60
3668,3612,5/9/2016,NO,NULL,NO,NULL,SI,60
3668,3612,4/13/2016,SI,10,NO,NULL,NO,NULL
3668,3612,3/28/2016,SI,15,NO,NULL,SI,60
3669,3613,4/4/2016,SI,12,NO,NULL,SI,50
3669,3613,4/17/2016,SI,10,NO,NULL,SI,40
3670,3614,4/14/2016,NO,NULL,NO,NULL,SI,50
3670,3614,3/31/2016,SI,10,NO,NULL,SI,50
3671,3615,5/19/2016,NO,NULL,NO,NULL,SI,60
3671,3615,4/15/2016,SI,12,NO,NULL,NO,NULL
3671,3615,3/28/2016,SI,13,NO,NULL,SI,60
3672,3616,5/10/2016,NO,NULL,NO,NULL,SI,60
3672,3616,4/15/2016,SI,12,NO,NULL,NO,NULL
3672,3616,4/1/2016,SI,14,NO,NULL,SI,50
3673,3617,4/20/2016,SI,12,NO,NULL,NO,NULL
3673,3617,4/4/2016,SI,14,NO,NULL,SI,60
3673,3617,5/13/2016,NO,NULL,NO,NULL,SI,60
3674,3618,5/8/2016,NO,NULL,NO,NULL,SI,40
3674,3618,4/14/2016,SI,13,NO,NULL,NO,NULL
3675,3619,5/11/2016,NO,NULL,NO,NULL,SI,60
3675,3619,4/14/2016,SI,12,NO,NULL,NO,NULL
3675,3619,4/4/2016,SI,13,NO,NULL,SI,60
3676,3621,5/29/2016,NO,NULL,NO,NULL,SI,50
3676,3621,4/10/2016,SI,12,NO,NULL,SI,30
3677,3622,5/2/2016,NO,NULL,NO,NULL,SI,60
3677,3622,3/23/2016,SI,12,NO,NULL,SI,60
3680,3625,4/12/2016,SI,13,NO,NULL,NO,NULL
3680,3625,5/9/2016,NO,NULL,NO,NULL,SI,60
3681,3634,4/14/2016,SI,14,NO,NULL,NO,NULL
3682,3635,4/12/2016,SI,12,NO,NULL,NO,NULL
3683,3643,5/10/2016,NO,NULL,NO,NULL,SI,50
3683,3643,4/15/2016,SI,12,NO,NULL,NO,NULL
3683,3643,4/3/2016,SI,12,NO,NULL,SI,60
3684,3644,5/17/2016,NO,NULL,NO,NULL,SI,60
3684,3644,4/15/2016,SI,12,NO,NULL,NO,NULL
3684,3644,4/3/2016,SI,13,NO,NULL,SI,50
3685,3645,4/22/2016,SI,13,NO,NULL,NO,NULL
3685,3645,4/2/2016,SI,13,NO,NULL,SI,50
3685,3645,5/19/2016,NO,NULL,NO,NULL,SI,60
3686,3649,5/23/2016,NO,NULL,NO,NULL,SI,60
3686,3649,4/14/2016,SI,10,NO,NULL,NO,NULL
3686,3649,4/1/2016,SI,15,NO,NULL,SI,60
3687,3651,5/22/2016,NO,NULL,NO,NULL,SI,60
3687,3651,4/17/2016,SI,10,NO,NULL,NO,NULL
3687,3651,4/3/2016,SI,13,NO,NULL,SI,60
3696,3677,4/7/2016,SI,13,NO,NULL,NO,NULL
3697,3678,4/13/2016,SI,14,NO,NULL,NO,NULL
3700,3093,4/5/2016,SI,3,SI,0,NO,NULL
3715,3715,4/17/2016,SI,12,NO,NULL,SI,50
3715,3715,3/28/2016,SI,14,NO,NULL,SI,60
3719,3716,5/15/2016,NO,NULL,NO,NULL,SI,60
3719,3716,4/15/2016,SI,12,NO,NULL,NO,NULL
3719,3716,4/1/2016,SI,14,NO,NULL,SI,50
3721,3764,5/25/2016,NO,NULL,NO,NULL,SI,50
3721,3764,4/22/2016,SI,10,NO,NULL,NO,NULL
3721,3764,4/4/2016,SI,15,NO,NULL,SI,45
3738,3794,5/25/2016,NO,NULL,NO,NULL,SI,50
3738,3794,4/1/2016,SI,14,NO,NULL,SI,60
3752,3798,3/28/2016,SI,15,NO,NULL,SI,60
3752,3798,5/16/2016,NO,NULL,NO,NULL,SI,60
3752,3798,4/13/2016,SI,11,NO,NULL,NO,NULL
3754,3799,5/20/2016,NO,NULL,NO,NULL,SI,50
3754,3799,4/19/2016,SI,14,NO,NULL,NO,NULL
3754,3799,3/30/2016,SI,13,NO,NULL,SI,50
3756,3800,4/14/2016,SI,12,NO,NULL,NO,NULL
3756,3800,4/5/2016,SI,2,NO,NULL,SI,60
3763,3804,5/23/2016,NO,NULL,NO,NULL,SI,60
3763,3804,4/19/2016,SI,10,NO,NULL,NO,NULL
3763,3804,3/31/2016,SI,15,NO,NULL,SI,50
3789,3831,3/28/2016,SI,15,NO,NULL,NO,NULL
3789,3831,5/6/2016,NO,NULL,NO,NULL,SI,60
3796,3835,5/11/2016,NO,NULL,NO,NULL,SI,60
3796,3835,4/15/2016,SI,13,NO,NULL,SI,50
3797,3687,4/14/2016,SI,10,NO,NULL,NO,NULL
3797,3687,3/29/2016,SI,14,NO,NULL,SI,50
3801,3462,4/17/2016,SI,10,NO,NULL,NO,NULL
3801,3462,3/29/2016,SI,15,NO,NULL,SI,65
3822,3863,5/16/2016,NO,NULL,NO,NULL,SI,50
3822,3863,4/12/2016,SI,10,NO,NULL,NO,NULL
3822,3863,3/28/2016,SI,14,NO,NULL,SI,40
3823,3869,4/11/2016,SI,12,NO,NULL,NO,NULL
3823,3869,4/1/2016,SI,14,NO,NULL,SI,60
3827,3870,4/13/2016,NO,NULL,NO,NULL,SI,50
3827,3870,3/28/2016,SI,12,NO,NULL,NO,NULL
3831,3871,4/4/2016,SI,12,NO,NULL,NO,NULL
3839,2946,5/20/2016,SI,3,NO,NULL,NO,NULL
3844,3880,4/15/2016,SI,13,NO,NULL,NO,NULL
3844,3880,3/28/2016,NO,NULL,NO,NULL,SI,60
3845,3881,4/13/2016,SI,10,NO,NULL,NO,NULL
3846,3882,5/9/2016,NO,NULL,NO,NULL,SI,60
3846,3882,4/18/2016,SI,13,NO,NULL,NO,NULL
3892,4408,4/12/2016,SI,10,NO,NULL,NO,NULL
3892,4408,3/28/2016,NO,NULL,NO,NULL,SI,60
3904,4410,4/24/2016,SI,12,NO,NULL,NO,NULL
3968,3465,5/18/2016,NO,NULL,NO,NULL,SI,50
3968,3465,4/15/2016,SI,13,NO,NULL,NO,NULL
3968,3465,3/31/2016,SI,12,NO,NULL,SI,60
3970,4445,5/5/2016,NO,NULL,NO,NULL,SI,60
3970,4445,4/12/2016,SI,10,NO,NULL,SI,50
3971,4456,4/13/2016,SI,10,NO,NULL,NO,NULL
3971,4456,3/29/2016,SI,12,NO,NULL,SI,50
3973,4457,5/18/2016,NO,NULL,NO,NULL,SI,60
3973,4457,4/14/2016,SI,10,NO,NULL,NO,NULL
3973,4457,3/30/2016,SI,12,NO,NULL,SI,50
3978,3605,4/14/2016,SI,13,NO,NULL,NO,NULL
3978,3605,3/29/2016,SI,12,NO,NULL,SI,50
3980,4511,5/23/2016,NO,NULL,NO,NULL,SI,60
3980,4511,4/4/2016,SI,12,NO,NULL,NO,NULL
3980,4511,4/3/2016,SI,10,NO,NULL,SI,50
4148,3798,4/14/2016,SI,10,NO,NULL,NO,NULL
4148,3798,3/26/2016,SI,14,NO,NULL,SI,50
4317,3611,5/5/2016,NO,NULL,NO,NULL,SI,60
4317,3611,4/15/2016,SI,13,NO,NULL,SI,40
4319,3478,4/12/2016,SI,12,NO,NULL,SI,30
4321,3473,4/13/2016,SI,13,NO,NULL,SI,40
4329,3596,4/13/2016,SI,12,NO,NULL,NO,NULL
4329,3596,3/29/2016,SI,14,NO,NULL,SI,50
4334,3498,4/15/2016,SI,12,NO,NULL,NO,NULL
4334,3498,3/30/2016,SI,14,NO,NULL,SI,60
4344,3480,3/29/2016,SI,15,NO,NULL,SI,60
4344,3480,4/12/2016,SI,10,NO,NULL,NO,NULL
4347,3872,4/21/2016,SI,14,NO,NULL,NO,NULL
4501,4790,6/14/2016,SI,31,NO,NULL,SI,18
4502,4834,6/10/2016,SI,30,NO,NULL,SI,25
4504,4835,7/15/2016,SI,20,SI,15,NO,NULL
4506,4835,6/8/2016,SI,27,NO,NULL,SI,20
4507,4835,6/4/2016,SI,20,SI,10,SI,25
4510,4835,5/28/2016,SI,20,NO,NULL,SI,20
4551,4767,6/5/2016,SI,15,NO,NULL,SI,20
4605,4710,6/1/2016,SI,25,NO,NULL,NO,NULL
4605,4710,6/23/2016,NO,NULL,NO,NULL,SI,28
4606,4709,5/25/2016,SI,15,NO,NULL,NO,NULL
4606,4709,6/8/2016,NO,NULL,NO,NULL,SI,20
4684,4681,5/18/2016,SI,10,NO,NULL,NO,NULL
4701,4694,10/12/2016,SI,1,NO,NULL,NO,NULL
4701,4694,9/30/2016,SI,1,NO,NULL,NO,NULL
4715,4643,4/11/2016,SI,0,NO,NULL,SI,2
4743,4651,4/15/2016,SI,0,NO,NULL,SI,10
